sign,shares,n_fills,t_start,t_end,mid_start,mid_end
-1.0,630,10,45211.518815906,45212.276192924,219.35,219.33
1.0,142,4,45212.326284876,45214.065518265,219.325,219.32
-1.0,171,4,45214.251423774,45216.041074176,219.32,219.32
1.0,48,3,45217.963982591,45217.963982591,219.32,219.32
-1.0,290,5,45218.974550083,45219.049593987,219.33,219.32
1.0,224,4,45219.199977458,45220.148730292,219.315,219.32
-1.0,520,12,45220.229860585,45227.773744942,219.32,219.28
1.0,166,5,45227.782579749,45228.294644383,219.275,219.28
-1.0,208,5,45228.649417039,45229.976731227,219.28,219.255
1.0,398,8,45230.261847675,45235.631345672,219.245,219.235
-1.0,163,4,45236.138749308,45236.138749308,219.235,219.23
1.0,107,6,45236.139828495,45236.164409931,219.225,219.235
-1.0,100,2,45236.165791053,45236.630992379,219.245,219.24
1.0,513,8,45238.277415091,45241.107012884,219.235,219.27
-1.0,1254,19,45245.34278037,45247.172947395,219.295,219.28
1.0,115,7,45248.172375848,45251.567509105,219.255,219.285
-1.0,346,6,45252.626669048,45252.628184684,219.295,219.295
1.0,28,3,45254.449958173,45254.449958173,219.3,219.3
-1.0,106,5,45254.543689173,45255.738038179,219.3,219.3
1.0,442,9,45256.671199682,45256.931119591,219.3,219.315
-1.0,200,3,45260.452793264,45260.452816269,219.325,219.32
1.0,12,3,45260.45311323,45261.22992699,219.315,219.32
-1.0,564,8,45263.624995009,45263.625115588,219.32,219.305
1.0,310,7,45266.25729896,45268.882146093,219.295,219.32
-1.0,440,6,45270.597747528,45270.597747528,219.32,219.315
1.0,10,1,45271.708327453,45271.708327453,219.3,219.305
-1.0,713,12,45271.897163669,45278.455300603,219.31,219.29
1.0,31,2,45278.788995587,45278.788995587,219.28,219.28
-1.0,197,5,45279.339530977,45282.24959433,219.295,219.28
1.0,302,6,45283.276811896,45283.276811896,219.285,219.29
-1.0,501,8,45283.515961829,45289.354503815,219.3,219.285
1.0,40,2,45289.354988579,45289.354988579,219.28,219.285
-1.0,255,5,45289.355407369,45289.512003597,219.295,219.275
1.0,34,4,45291.812918173,45291.813005538,219.255,219.265
-1.0,120,2,45292.818095593,45292.818095593,219.265,219.26
1.0,100,2,45292.818718697,45292.818718697,219.255,219.26
-1.0,3,2,45292.872435125,45292.872435125,219.255,219.25
1.0,35,1,45293.977541748,45293.977541748,219.24,219.245
-1.0,100,2,45295.218936675,45295.219041842,219.245,219.24
1.0,49,4,45295.971722085,45296.007106476,219.235,219.24
-1.0,480,8,45297.097920069,45297.098096057,219.245,219.235
1.0,720,16,45298.121287243,45304.505061647,219.24,219.29
-1.0,1928,42,45304.505171524,45313.29099388,219.29,219.18
1.0,1677,31,45313.596978143,45323.505049492,219.18,219.245
-1.0,600,11,45323.505372325,45323.529378132,219.235,219.225
1.0,100,2,45323.529526222,45323.529526222,219.22,219.22
-1.0,418,7,45325.986561499,45327.79819611,219.21,219.19
1.0,47,4,45329.78193091,45330.678980447,219.18,219.205
-1.0,27,3,45333.266252013,45333.701637895,219.22,219.215
1.0,1247,22,45333.916088851,45338.359249596,219.215,219.235
-1.0,415,6,45338.361827475,45338.9583031,219.25,219.235
1.0,30,2,45339.2541117,45339.2541117,219.225,219.23
-1.0,107,3,45339.479363681,45340.829554533,219.235,219.235
1.0,200,3,45341.574304408,45341.574330447,219.235,219.245
-1.0,401,7,45343.758683978,45345.123153141,219.24,219.23
1.0,46,2,45346.667569137,45346.690883614,219.235,219.25
-1.0,1524,18,45347.593595608,45349.871669878,219.255,219.22
1.0,44,1,45352.150159519,45352.150159519,219.215,219.215
-1.0,726,11,45355.761325095,45356.034464896,219.215,219.195
