sec,signed_vol,mid
39619,0.0,431.13
39620,0.0,431.13
39621,0.0,431.13
39622,0.0,431.13
39623,0.0,431.13
39624,257.0,431.175
39625,4.0,431.185
39626,0.0,431.185
39627,-5.0,431.175
39628,0.0,431.175
39629,100.0,431.205
39630,0.0,431.19
39631,0.0,431.19
39632,0.0,431.195
39633,0.0,431.205
39634,0.0,431.195
39635,0.0,431.195
39636,0.0,431.195
39637,27.0,431.205
39638,0.0,431.2
39639,0.0,431.205
39640,0.0,431.205
39641,0.0,431.2
39642,-40.0,431.195
39643,-118.0,431.135
39644,0.0,431.145
39645,-32.0,431.135
39646,-242.0,431.075
39647,0.0,431.08
39648,0.0,431.08
39649,-10.0,431.08
39650,-162.0,431.015
39651,0.0,431.035
39652,0.0,431.055
39653,-3.0,431.055
39654,-20.0,431.05
39655,0.0,431.055
39656,0.0,431.055
39657,-14.0,431.05
39658,2.0,431.05
39659,22.0,431.05
39660,0.0,431.055
39661,-72.0,431.045
39662,254.0,431.095
39663,90.0,431.08
39664,0.0,431.08
39665,0.0,431.08
39666,0.0,431.08
39667,0.0,431.08
39668,99.0,431.08
39669,0.0,431.08
39670,0.0,431.08
39671,0.0,431.07
39672,0.0,431.07
39673,100.0,431.07
39674,205.0,431.16
39675,0.0,431.16
39676,0.0,431.16
39677,0.0,431.16
39678,-15.0,431.16
39679,0.0,431.17
39680,0.0,431.17
39681,0.0,431.17
39682,0.0,431.17
39683,0.0,431.17
39684,0.0,431.17
39685,0.0,431.175
39686,0.0,431.175
39687,0.0,431.175
39688,0.0,431.175
39689,0.0,431.175
39690,0.0,431.175
39691,0.0,431.175
39692,0.0,431.17
39693,0.0,431.17
39694,-176.0,431.12
39695,0.0,431.125
39696,-176.0,431.095
39697,0.0,431.095
39698,201.0,431.115
39699,462.0,431.175
39700,0.0,431.165
39701,0.0,431.165
39702,0.0,431.165
39703,0.0,431.165
39704,1.0,431.17
39705,0.0,431.165
39706,-1.0,431.16
39707,0.0,431.16
39708,-4.0,431.16
39709,0.0,431.16
39710,0.0,431.16
39711,0.0,431.15
39712,0.0,431.15
39713,75.0,431.145
39714,0.0,431.145
39715,0.0,431.145
39716,0.0,431.145
39717,220.0,431.225
39718,0.0,431.225
39719,4.0,431.235
39720,0.0,431.235
39721,0.0,431.235
39722,0.0,431.215
39723,3.0,431.235
39724,0.0,431.235
39725,-10.0,431.235
39726,0.0,431.24
39727,-7.0,431.205
39728,-3.0,431.185
39729,0.0,431.19
39730,-418.0,431.11
39731,-283.0,431.05
39732,-130.0,431.03
39733,-71.0,430.995
39734,-198.0,430.925
39735,0.0,430.925
39736,0.0,430.935
39737,-60.0,430.935
39738,-104.0,430.92
39739,0.0,430.93
39740,0.0,430.91
39741,-100.0,430.855
39742,0.0,430.855
39743,0.0,430.855
