session,start_second,order_fraction,TWAP_total,TWAP_drift,TWAP_impact,propagator_optimal_total,propagator_optimal_drift,propagator_optimal_impact,almgren_chriss_total,almgren_chriss_drift,almgren_chriss_impact,TWAP_inventory_var,propagator_optimal_inventory_var,almgren_chriss_inventory_var
MSFT_2024-06-03,51057,0.01,-0.8789118912026296,-0.8823583333333431,0.003446442130713491,-0.8789373077053731,-0.8823837494120426,0.0034464417066694224,-0.5833071260931395,-0.5886641343346355,0.005357008241496026,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,51057,0.02,-0.8754654201845783,-0.8823583333333431,0.006892913148764827,-0.8754908371113717,-0.8823837494120426,0.006892912300670908,-0.5779500284289052,-0.5886641343346355,0.010714105905730246,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,51093,0.005,-0.840118614688003,-0.841841666666653,0.0017230519786500956,-0.8401576576177335,-0.8418807092701286,0.0017230516523950245,-0.5987662957687646,-0.6014440592217625,0.002677763452997882,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,51093,0.01,-0.8383955554882422,-0.841841666666653,0.0034461111784108724,-0.83843459874423,-0.8418807092701286,0.0034461105258985717,-0.5960885099663267,-0.6014440592217625,0.005355549255435803,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,51093,0.02,-0.8349494154252676,-0.841841666666653,0.00689225124138552,-0.8349884593337763,-0.8418807092701286,0.006892249936352285,-0.5907328713122867,-0.6014440592217625,0.010711187909475763,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,51150,0.005,-0.6882604621783012,-0.6899833333333731,0.0017228711550719416,-0.688296425761998,-0.6900192966166401,0.0017228708546420434,-0.5562917322480396,-0.5589681280171135,0.0026763957690738396,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,51150,0.01,-0.6865375838028764,-0.6899833333333731,0.0034457495304966597,-0.6865735476870052,-0.6900192966166401,0.00344574892963487,-0.5536153141418977,-0.5589681280171135,0.005352813875215814,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,51150,0.02,-0.6830918053908477,-0.6899833333333731,0.006891527942525464,-0.6831277698758461,-0.6900192966166401,0.006891526740793911,-0.5482624109175658,-0.5589681280171135,0.010705717099547693,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,51697,0.005,-0.14070963434908915,-0.14243333333325836,0.001723698984169212,-0.140718109915217,-0.14244180882934643,0.001723698914129441,-0.05949898769689742,-0.06217559271652817,0.002676605019630752,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,51697,0.01,-0.13898592814109817,-0.14243333333325836,0.0034474051921601963,-0.13899440377726632,-0.14244180882934643,0.0034474050520801125,-0.05682236034386501,-0.06217559271652817,0.005353232372663161,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,51697,0.02,-0.13553849405352977,-0.14243333333325836,0.006894839279728579,-0.13554696982978018,-0.14244180882934643,0.006894838999566246,-0.05146903863675198,-0.06217559271652817,0.01070655407977619,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,51703,0.005,-0.10673463864966727,-0.10845833333326027,0.0017236946835930027,-0.10673887786793887,-0.10846257251699853,0.0017236946490596598,-0.02602312182707174,-0.028699717057747876,0.002676595230676136,155080905578.74963,155086256720.44418,75409261025.10886
MSFT_2024-06-03,51703,0.01,-0.10501093674227054,-0.10845833333326027,0.003447396590989734,-0.1050151759950758,-0.10846257251699853,0.003447396521922729,-0.023346504263105694,-0.028699717057747876,0.00535321279464218,620323622314.9985,620345026881.7767,301637044100.4354
MSFT_2024-06-03,51703,0.02,-0.10156351125594479,-0.10845833333326027,0.006894822077315475,-0.10156775057781835,-0.10846257251699853,0.006894821939180192,-0.017993202134460644,-0.028699717057747876,0.010706514923287233,2481294489259.994,2481380107527.107,1206548176401.7417
MSFT_2024-06-03,52299,0.005,-0.2305354298699869,-0.23225833333327728,0.0017229034632903729,-0.23055202744848283,-0.2322749307736558,0.0017229033251729726,-0.20516279131441148,-0.20783787613328286,0.0026750848188713946,155080905578.74963,155086256720.44418,75409261025.10886
